Barrio_Codigo;Barrio_Nombre;Barrio_Dist_Codigo
6050102;Cementerio;60501
6050103;Cinco Esquinas;60501
6050104;Precario;60501
6050105;Pueblo Nuevo;60501
6050106;Renacimiento;60501
6050107;Yuca.;60501
6050108;Balsar;60501
6050109;Bocabrava;60501
6050110;Bocachica;60501
6050111;Cerrón;60501
6050112;Coronado;60501
6050113;Chontales;60501
6050114;Delicias;60501
6050115;Embarcadero;60501
6050116;Fuente;60501
6050117;Isla Sorpresa;60501
6050118;Lindavista;60501
6050119;Lourdes;60501
6050120;Ojochal;60501
6050121;Ojo de Agua;60501
6050122;Parcelas;60501
6050123;Pozo;60501
6050124;Punta Mala;60501
6050125;Punta Mala Arriba;60501
6050126;San Buenaventura;60501
6050127;San Juan;60501
6050128;San Marcos;60501
6050129;Tagual;60501
6050130;Tortuga Abajo;60501
6050131;Tres Ríos;60501
6050132;Vista de Térraba.;60501
6050201;Betania;60502
6050202;Once de Abril;60502
6050203;Palmar Sur.;60502
6050204;Alemania;60502
6050205;Alto Ángeles;60502
6050206;Alto Encanto;60502
6050207;Alto Montura;60502
6050208;Bellavista;60502
6050209;Calavera;60502
6050210;Cansot;60502
6050211;Cañablancal (Este);60502
6050212;Cañablancal (Oeste) Coobó (Progreso);60502
6050213;Coquito;60502
6050214;Gorrión;60502
6050215;Jalaca (parte);60502
6050216;Olla Cero;60502
6050217;Palma;60502
6050218;Paraíso;60502
6050219;Primero de Marzo;60502
6050220;Puerta del Sol;60502
6050221;San Cristóbal;60502
6050222;San Francisco (Tinoco);60502
6050223;San Gabriel;60502
6050224;San Isidro;60502
6050225;San Rafael;60502
6050226;Santa Elena;60502
6050227;Silencio;60502
6050228;Trocha;60502
6050229;Vergel;60502
6050230;Victoria;60502
6050231;Zapote.;60502
6050301;Ajuntaderas;60503
6050302;Alto Los Mogos;60503
6050303;Alto San Juan;60503
6050304;Bahía Chal;60503
6050305;Bajos Matías;60503
6050306;Barco;60503
6050307;Bejuco;60503
6050308;Boca Chocuaco;60503
6050309;Gallega;60503
6050310;Camíbar;60503
6050311;Campo de Aguabuena;60503
6050312;Cantarrana;60503
6050313;Charcos;60503
6050314;Chocuaco;60503
6050315;Garrobo;60503
6050316;Guabos;60503
6050317;Isidora;60503
6050318;Islotes;60503
6050319;Jalaca (parte);60503
6050320;Julia;60503
6050321;Miramar;60503
6050322;Mogos;60503
6050323;Monterrey;60503
6050324;Playa Palma;60503
6050325;Playitas;60503
6050326;Potrero;60503
6050327;Puerto Escondido;60503
6050328;Rincón;60503
6050329;Sábalo;60503
6050330;San Gerardo;60503
6050331;San Juan;60503
6050332;Taboga;60503
6050333;Taboguita;60503
6050334;Tigre;60503
6050335;Varillal.;60503
6050401;Bahía;60504
6050402;Ballena;60504
6050403;Brisas;60504
6050404;Cambutal;60504
6050405;Dominical;60504
6050406;Dominicalito;60504
6050407;Escaleras;60504
6050408;Piedra Achiote;60504
6050409;Piñuela;60504
6050410;Playa Hermosa;60504
6050411;Poza Azul;60504
6050412;Puerto Nuevo;60504
6050413;Quebrada Grande;60504
6050414;Rocas Amancio;60504
6050415;San Josecito;60504
6050416;San Martín;60504
6050417;Tortuga Arriba;60504
6050418;Ventanas.;60504
6050501;Ángeles;60505
6050502;Bellavista;60505
6050503;Calera;60505
6050504;Cerro Oscuro;60505
6050505;Chacarita;60505
6050506;Fila;60505
6050507;Finca Alajuela;60505
6050508;Finca Guanacaste;60505
6050509;Finca Puntarenas;60505
6050510;Florida;60505
6050511;Guaria;60505
6050512;Kilómetro 40;60505
6050513;Navidad;60505
6050514;Nubes;60505
6050515;Porvenir;60505
6050516;Rincón Caliente;60505
6050517;Salamá;60505
6050518;San Martín;60505
6050519;Santa Cecilia;60505
6050520;Santa Rosa;60505
6050521;Sinaí;60505
6050522;Venecia;60505
6050523;Villa Bonita;60505
6050524;Villa Colón.;60505
6050601;Ángeles;60506
6050602;Banegas;60506
6050603;Boca Ganado;60506
6050604;Campanario;60506
6050605;Caletas;60506
6050606;Guerra;60506
6050607;Planes;60506
6050608;Progreso;60506
6050609;Quebrada Ganado;60506
6050610;Rancho Quemado;60506
6050611;Riyito;60506
6050612;San                   Josecito (Rincón);60506
6050613;San Pedrillo.;60506
6060101;Boca Vieja;60601
6060102;Cocal;60601
6060103;Colinas del Este;60601
6060104;Inmaculada;60601
6060105;Junta Naranjo;60601
6060106;La Zona;60601
6060107;Rancho Grande.;60601
6060108;Anita;60601
6060109;Bartolo;60601
6060110;Boca Naranjo;60601
6060111;Cañas;60601
6060112;Cañitas;60601
6060113;Cerritos;60601
6060114;Cerros;60601
6060115;Damas;60601
6060116;Delicias;60601
6060117;Espadilla;60601
6060118;Estero Damas;60601
6060119;Estero Garita;60601
6060120;Gallega;60601
6060121;Llamarón;60601
6060122;Llorona;60601
6060123;Managua;60601
6060124;Manuel Antonio;60601
6060125;Marítima;60601
6060126;Mona;60601
6060127;Papaturro;60601
6060128;Paquita;60601
6060129;Pastora;60601
6060130;Quebrada Azul;60601
6060131;Rey;60601
6060132;Ríos;60601
6060133;Roncador;60601
6060134;San Rafael.;60601
6060201;Dos Bocas;60602
6060202;Guabas;60602
6060203;Guápil;60602
6060204;Hatillo Nuevo;60602
6060205;Hatillo Viejo;60602
6060206;Laguna;60602
6060207;Nubes;60602
6060208;Palma Quemada;60602
6060209;Pasito;60602
6060210;Paso;60602
6060211;Paso Guanacaste;60602
6060212;Platanillo;60602
6060213;Playa Matapalo;60602
6060214;Portalón;60602
6060215;Punto de Mira;60602
6060216;Salitral;60602
6060217;Salsipuedes;60602
6060218;San Andrés;60602
6060219;Santo Domingo;60602
6060220;Silencio;60602
6060221;Tierras Morenas;60602
6060222;Tres Piedras (parte).;60602
6060301;Bijagual;60603
6060302;Buenos Aires;60603
6060303;Capital;60603
6060304;Concepción;60603
6060305;Cotos;60603
6060306;Londres;60603
6060307;Negro;60603
6060308;Pascua;60603
6060309;Paso Indios;60603
6060310;Paso Real;60603
6060311;Sábalo;60603
6060312;Santa Juana;60603
6060313;Tocorí;60603
6060314;Villanueva.;60603
6070101;Alamedas;60701
6070102;Bellavista;60701
6070103;Bolsa;60701
6070104;Disco;60701
6070105;Kilómetro 1;60701
6070106;Kilómetro 2;60701
6070107;Kilómetro 3;60701
6070108;Laguna;60701
6070109;Llano Bonito;60701
6070110;Minerva;60701
6070111;Naranjal;60701
6070112;Oasis de Esperanza;60701
6070113;Parroquial;60701
6070114;Pueblo Civil;60701
6070115;Rotonda;60701
6070116;San Andrés;60701
6070117;San Martín;60701
6070118;Zona Gris.;60701
6070119;Aguada;60701
6070120;Ánimas;60701
6070121;Atrocho;60701
6070122;Bajo Chontales;60701
6070123;Bajo de Coto;60701
6070124;Bajo Grapa;60701
6070125;Bajo Mansito;60701
6070126;Bajo Sucio;60701
6070127;Bajos de Cañablanca;60701
6070128;Cuarenta y Cinco;60701
6070129;Dos Ríos;60701
6070130;Esperanza de Coto;60701
6070131;Gallardo;60701
6070132;Huacas;60701
6070133;Jorge Brenes Durán;60701
6070134;Kilómetro 5;60701
6070135;Kilómetro 7;60701
6070136;Kilómetro 9;60701
6070137;Kilómetro 16;60701
6070138;Kilómetro 20;60701
6070139;Kilómetro 24;60701
6070140;Manuel Tucker Martínez;60701
6070141;Mona;60701
6070142;Nazaret;60701
6070143;Paso Higuerón;60701
6070144;Playa Cacao;60701
6070145;Puerto Escondido;60701
6070146;Puntarenitas;60701
6070147;Purruja;60701
6070148;Rancho Relámpago;60701
6070149;Riyito;60701
6070150;Saladero;60701
6070151;Saladerito;60701
6070152;San Francisco;60701
6070153;San Josecito;60701
6070154;Torres;60701
6070155;Trenzas;60701
6070156;Unión de Coto;60701
6070157;Ureña;60701
6070158;Valle Bonito;60701
6070159;Viquilla Dos.;60701
6070201;Pueblo Nuevo.;60702
6070202;Aguabuena;60702
6070203;Agujas;60702
6070204;Miramar (Altos Corozal);60702
6070205;Amapola;60702
6070206;Balsa;60702
6070207;Bambú;60702
6070208;Barrigones;60702
6070209;Barrio Bonito;60702
6070210;Boca Gallardo;60702
6070211;Cañaza;60702
6070212;Carate;60702
6070213;Carbonera;60702
6070214;Cerro de Oro;60702
6070215;Dos Brazos;60702
6070216;Guadalupe;60702
6070217;Independencia;60702
6070218;Lajitas;60702
6070219;Ñeque;60702
6070220;Palma;60702
6070221;Paloseco;60702
6070222;Playa Blanca;60702
6070223;Playa Tigre;60702
6070224;Puerto Escondido;60702
6070225;Quebrada Latarde;60702
6070226;Río Nuevo;60702
6070227;Río Oro;60702
6070228;Río Piro (Coyunda);60702
6070229;Sándalo;60702
6070230;San Miguel;60702
6070231;Sombrero;60702
6070232;Terrones;60702
6070233;Tigre.;60702
6070301;Santiago.;60703
6070302;Bajo Bonita;60703
6070303;Bajo Cedros;60703
6070304;Buenavista;60703
6070305;Cerro Café;60703
6070306;Chiqueros;60703
6070307;Delicias;60703
6070308;El Alto;60703
6070309;Esperanza;60703
6070310;Gamba;60703
6070311;Kilómetro 29;60703
6070312;Kilómetro 33;60703
6070313;La Julieta;60703
6070314;Santiago de Caracol;60703
6070315;Tigre (Caracol Norte);60703
6070316;Valle Cedros;60703
6070317;Vegas de Río Claro;60703
6070318;Villa Briceño;60703
6070319;Viquilla Uno.;60703
6070401;Altos de Conte;60704
6070402;Banco;60704
6070403;Burica;60704
6070404;Clarita;60704
6070405;Cocal Amarillo;60704
6070406;Cuervito;60704
6070407;Escuadra;60704
6070408;Esperanza de Sábalos;60704
6070409;Estero Colorado;60704
6070410;Estrella;60704
6070411;Flor de Coto;60704
6070412;Fortuna de Coto;60704
6070413;Guaymí;60704
6070414;Higo;60704
6070415;Jardín;60704
6070416;La Virgen;60704
6070417;Lindamar;60704
6070418;Manzanillo;60704
6070419;Pavones;60704
6070420;Peñas;60704
6070421;Peñita;60704
6070422;Puerto Pilón;60704
6070423;Puesto La Playa;60704
6070424;Punta Banco;60704
6070425;Quebrada Honda;60704
6070426;Riviera;60704
6070427;Sábalos;60704
6070428;Tigrito;60704
6070429;Unión del Sur;60704
6070430;Vanegas;60704
6070431;Yerba;60704
6070432;Zancudo.;60704
6080101;Canadá;60801
6080102;María Auxiliadora;60801
6080103;Tres Ríos.;60801
6080104;Aguas Claras;60801
6080105;Bajo Reyes;60801
6080106;Bajo Venado;60801
6080107;Barrantes;60801
6080108;Ceibo;60801
6080109;Cruces;60801
6080110;Cuenca de Oro;60801
6080111;Danto;60801
6080112;Fila Guinea;60801
6080113;Isla;60801
6080114;Lindavista;60801
6080115;Lourdes;60801
6080116;Maravilla;60801
6080117;Piedra Pintada;60801
6080118;San Joaquín;60801
6080119;Santa Clara;60801
6080120;Torre Alta.;60801
6080201;Ángeles;60802
6080202;Brasilia;60802
6080203;Casablanca;60802
6080204;Chanchera;60802
6080205;El Gallo;60802
6080206;Juntas;60802
6080207;La Esmeralda;60802
6080208;Lucha;60802
6080209;Mellizas;60802
6080210;Miraflores;60802
6080211;Piedra de Candela;60802
6080212;Plantel;60802
6080213;Porto Llano;60802
6080214;Primavera;60802
6080215;Progreso;60802
6080216;Providencia;60802
6080217;Pueblo Nuevo;60802
6080218;Río Negro;60802
6080219;Río Sereno;60802
6080220;San Antonio;60802
6080221;San Bosco;60802
6080222;San Francisco;60802
6080223;San Luis;60802
6080224;San Marcos;60802
6080225;San Miguel;60802
6080226;San Rafael;60802
6080227;San Ramón;60802
6080228;Santa Rosa;60802
6080229;Santa Teresa;60802
6080230;Tigra;60802
6080231;Trinidad;60802
6080232;Unión;60802
6080233;Valle Hermoso.;60802
6080301;Bello Oriente;60803
6080302;Campo Tres;60803
6080303;Cañas Gordas;60803
6080304;Concepción;60803
6080305;Copabuena;60803
6080306;Copal;60803
6080307;Fila Zapote;60803
6080308;Metaponto;60803
6080309;Pilares;60803
6080310;Pueblo Nuevo;60803
6080311;Quebrada Bonita;60803
6080312;Río Salto;60803
6080313;San Francisco;60803
6080314;San Gabriel;60803
6080315;San Pedro;60803
6080316;Santa Cecilia;60803
6080317;Santa Marta;60803
6080318;Santo Domingo;60803
6080319;Valle Azul.;60803
6080401;Aguacate;60804
6080402;Alto Limoncito;60804
6080403;Ángeles;60804
6080404;Bonanza;60804
6080405;Brusmalis;60804
6080406;Chiva;60804
6080407;Desamparados;60804
6080408;Esperanza;60804
6080409;Fila;60804
6080410;Manchuria;60804
6080411;Sabanilla;60804
6080412;San Gerardo;60804
6080413;San Juan;60804
6080414;San Miguel;60804
6080415;San Rafael;60804
6080416;Santa Marta;60804
6080417;Santa Rita;60804
6080418;Unión;60804
6080419;Valle;60804
6080420;Villapalacios;60804
6080421;Zumbona.;60804
6080501;Aguacaliente;60805
6080502;Camaquiri;60805
6080503;Cocorí;60805
6080504;Coto Brus (parte);60805
6080505;Fila Méndez;60805
6080506;Fila Naranjo;60805
6080507;Fila Tigre;60805
6080508;Marías;60805
6080509;Monterrey;60805
6080510;Palmira;60805
6080511;Santa Fe.;60805
6080601;Alpha;60806
6080602;Alturas de Cotón;60806
6080603;Brisas;60806
6080604;Fila Pinar;60806
6080605;Fila San Rafael;60806
6080606;Flor del Roble;60806
6080607;Guinea Arriba;60806
6080608;La Administración;60806
6080609;Libertad;60806
6080610;Poma;60806
6080611;Río Marzo;60806
6080612;Roble;60806
6080613;Roble Arriba;60806
6080614;Siete Colinas.;60806
6090101;Julieta;60901
6090102;Pueblo Nuevo.;60901
6090103;Alto Camacho;60901
6090104;Ángeles;60901
6090105;Bajos Jicote;60901
6090106;Bambú;60901
6090107;Bandera;60901
6090108;Barbudal;60901
6090109;Bejuco;60901
6090110;Boca del Parrita;60901
6090111;Carmen (parte);60901
6090112;Chires;60901
6090113;Chires Arriba;60901
6090114;Chirraca Abajo;60901
6090115;Chirraca Arriba;60901
6090116;Esterillos Centro;60901
6090117;Esterillos Este;60901
6090118;Esterillos Oeste;60901
6090119;Fila Surubres;60901
6090120;Guapinol;60901
6090121;Higuito;60901
6090122;I Griega;60901
6090123;Isla Damas;60901
6090124;Isla Palo Seco;60901
6090125;Jicote;60901
6090126;Loma;60901
6090127;Mesas;60901
6090128;Palmas;60901
6090129;Palo Seco;60901
6090130;Pirrís;60901
6090131;Playa Palma;60901
6090132;Playón;60901
6090133;Playón Sur;60901
6090134;Pirrís (Las Parcelas);60901
6090135;Pocares;60901
6090136;Pocarito;60901
6090137;Porvenir;60901
6090138;Punta Judas;60901
6090139;Rincón Morales;60901
6090140;Río Negro (parte);60901
6090141;Río Seco;60901
6090142;San Antonio;60901
6090143;San Bosco;60901
6090144;San Gerardo;60901
6090145;San Isidro;60901
6090146;San Juan;60901
6090147;San Julián;60901
6090148;San Rafael Norte;60901
6090149;Sardinal;60901
6090150;Sardinal Sur;60901
6090151;Surubres;60901
6090152;Teca;60901
6090153;Tigre;60901
6090154;Turbio;60901
6090155;Valle Vasconia;60901
6090156;Vueltas.;60901
6100101;Bosque;61001
6100102;Caño Seco;61001
6100103;Capri;61001
6100104;Carmen;61001
6100105;Corredor;61001
6100106;Progreso;61001
6100107;San Juan;61001
6100108;Valle del Sur.;61001
6100109;Abrojo;61001
6100110;Aguilares;61001
6100111;Alto Limoncito;61001
6100112;Bajo Indios;61001
6100113;Betel;61001
6100114;Cacoragua;61001
6100115;Campiña;61001
6100116;Campo Dos;61001
6100117;Campo Dos y Medio;61001
6100118;Cañada;61001
6100119;Caracol Sur;61001
6100120;Castaños;61001
6100121;Coloradito;61001
6100122;Concordia;61001
6100123;Coto 42;61001
6100124;Coto 44;61001
6100125;Coto 45;61001
6100126;Coto 47;61001
6100127;Coto 49;61001
6100128;Coto 50-51;61001
6100129;Coto 52-53;61001
6100130;Cuesta Fila de Cal;61001
6100131;Estrella del Sur;61001
6100132;Florida;61001
6100133;Fortuna;61001
6100134;Kilómetro 10;61001
6100135;Miramar;61001
6100136;Montezuma;61001
6100137;Nubes;61001
6100138;Pangas;61001
6100139;Planes;61001
6100140;Pueblo Nuevo;61001
6100141;Río Bonito;61001
6100142;Río Nuevo (Norte);61001
6100143;Río Nuevo (Sur);61001
6100144;San Antonio Abajo;61001
6100145;San Francisco;61001
6100146;San Josecito;61001
6100147;San Rafael;61001
6100148;Santa Cecilia;61001
6100149;Santa Marta (parte);61001
6100150;Santa Rita;61001
6100151;Tropezón;61001
6100152;Unión;61001
6100153;Vegas de Abrojo;61001
6100154;Villa Roma.;61001
6100201;Canoas Abajo (parte);61002
6100202;Control;61002
6100203;Cuervito;61002
6100204;Chorro.;61002
6100301;Lotes (San Jorge).;61003
6100302;Altos del Brujo;61003
6100303;Bajo Brujo;61003
6100304;Bajo;61003
6100305;Barrionuevo;61003
6100306;Canoas Abajo (parte);61003
6100307;Canoas Arriba;61003
6100308;Cañaza;61003
6100309;Cerro Brujo;61003
6100310;Colorado;61003
6100311;Chiva;61003
6100312;Darizara;61003
6100313;Gloria;61003
6100314;Guay;61003
6100315;Guayabal;61003
6100316;Mariposa;61003
6100317;Níspero;61003
6100318;Palma;61003
6100319;Paso Canoas;61003
6100320;San Antonio;61003
6100321;San Isidro;61003
6100322;San Martín;61003
6100323;San Miguel;61003
6100324;Santa Marta (parte);61003
6100325;Veguitas de Colorado;61003
6100326;Veracruz;61003
6100327;Villas de Darizara.;61003
6100401;Alto Vaquita;61004
6100402;Bambito;61004
6100403;Bella Luz;61004
6100404;Bijagual;61004
6100405;Caimito;61004
6100406;Cangrejo Verde;61004
6100407;Caracol de la Vaca;61004
6100408;Cariari;61004
6100409;Caucho;61004
6100410;Cenizo;61004
6100411;Colonia Libertad;61004
6100412;Coyoche;61004
6100413;Jobo Civil;61004
6100414;Kilómetro 22;61004
6100415;Kilómetro 25;61004
6100416;Kilómetro 27;61004
6100417;Kilómetro 29;61004
6100418;Mango;61004
6100419;Pueblo de Dios;61004
6100420;Puerto González Víquez;61004
6100421;Río Incendio;61004
6100422;Roble;61004
6100423;San Juan;61004
6100424;Santa Lucía;61004
6100425;Tamarindo;61004
6100426;Vaca (Santa Rosa);61004
6100427;Vereh;61004
6100428;Zaragoza.;61004
6110101;Agujitas;61101
6110102;Buenos Aires;61101
6110103;Cañablancal;61101
6110104;Cerro Fresco;61101
6110105;Herradura;61101
6110106;Mona;61101
6110107;Playa Hermosa;61101
6110108;Playa Herradura;61101
6110109;Pochotal;61101
6110110;Puerto Escondido;61101
6110111;Quebrada Amarilla;61101
6110112;San Antonio;61101
6110113;Turrubaritos;61101
6110114;Tusubres.;61101
6110201;Agujas;61102
6110202;Bajamar;61102
6110203;Bellavista;61102
6110204;Caletas;61102
6110205;Camaronal;61102
6110206;Camaronal Arriba;61102
6110207;Capulín;61102
6110208;Carrizal de Bajamar;61102
6110209;Guacalillo;61102
6110210;Mantas;61102
6110211;Nambí;61102
6110212;Peñón de Tivives;61102
6110213;Pigres;61102
6110214;Pita;61102
6110215;Playa Azul;61102
6110216;Pógeres;61102
6110217;Puerto Peje;61102
6110218;Punta Leona;61102
6110219;Tárcoles;61102
6110220;Tarcolitos.;61102
7010101;Bellavista;70101
7010102;Bohío;70101
7010103;Bosque;70101
7010104;Buenos Aires;70101
7010105;Cangrejos;70101
7010106;Cariari;70101
7010107;Cerro Mocho;70101
7010108;Cielo Amarillo;70101
7010109;Cieneguita;70101
7010110;Colina;70101
7010111;Corales;70101
7010112;Cruce;70101
7010113;Fortín;70101
7010114;Garrón;70101
7010115;Hospital;70101
7010116;Jamaica Town;70101
7010117;Japdeva;70101
7010118;Laureles;70101
7010119;Limoncito;70101
7010120;Lirios;70101
7010121;Moín;70101
7010122;Piuta;70101
7010123;Portete;70101
7010124;Pueblo Nuevo;70101
7010125;San Juan;70101
7010126;Santa Eduvigis;70101
7010127;Trinidad;70101
7010128;Veracruz.;70101
7010129;Buenos Aires;70101
7010130;Cocal;70101
7010131;Dos Bocas;70101
7010132;Empalme Moín;70101
7010133;Milla Nueve;70101
7010134;Santa Rosa;70101
7010135;Valle La Aurora;70101
7010136;Villas del Mar Uno;70101
7010137;Villas del Mar Dos;70101
7010138;Villa Hermosa.;70101
7010201;Colonia;70102
7010202;Finca Ocho;70102
7010203;Guaria;70102
7010204;Loras;70102
7010205;Pandora Oeste;70102
7010206;Río Ley.;70102
7010207;Alsacia;70102
7010208;Armenia;70102
7010209;Atalanta;70102
7010210;Bananito Sur;70102
7010211;Boca Cuen;70102
7010212;Boca Río Estrella;70102
7010213;Bocuare;70102
7010214;Bonifacio;70102
7010215;Brisas;70102
7010216;Buenavista;70102
7010217;Burrico;70102
7010218;Calveri;70102
7010219;Caño Negro;70102
7010220;Cartagena;70102
7010221;Casa Amarilla;70102
7010222;Cerere;70102
7010223;Concepción;70102
7010224;Cuen;70102
7010225;Chirripó Abajo (parte);70102
7010226;Durfuy (San Miguel);70102
7010227;Duruy;70102
7010228;Fortuna;70102
7010229;Gavilán;70102
7010230;Hueco;70102
7010231;I Griega;70102
7010232;Jabuy;70102
7010233;Llano Grande;70102
7010234;Manú;70102
7010235;Miramar;70102
7010236;Moi (San Vicente);70102
7010237;Nanabre;70102
7010238;Nubes;70102
7010239;Penshurt;70102
7010240;Pléyades;70102
7010241;Porvenir;70102
7010242;Progreso;70102
7010243;Río Seco;70102
7010244;San Andrés;70102
7010245;San Carlos;70102
7010246;San Clemente;70102
7010247;San Rafael;70102
7010248;Suruy;70102
7010249;Talía;70102
7010250;Tobruk;70102
7010251;Tuba Creek (parte);70102
7010252;Valle de las Rosas;70102
7010253;Vegas de Cerere;70102
7010254;Vesta.;70102
7010255;Brisas;70102
7010256;Brisas de Veragua;70102
7010257;Búfalo;70102
7010258;Limón 2000;70102
7010259;Loma Linda;70102
7010260;México;70102
7010261;Milla 9;70102
7010262;Miravalles;70102
7010263;Río Blanco;70102
7010264;Río Cedro;70102
7010265;Río Madre;70102
7010266;Río Quito;70102
7010267;Río Victoria;70102
7010268;Sandoval;70102
7010269;Santa Rita;70102
7010270;Victoria.;70102
7010401;Aguas Zarcas;70104
7010402;Asunción;70104
7010403;Bananito Norte;70104
7010404;Bearesem;70104
7010405;Beverley;70104
7010406;Calle Tranvía;70104
7010407;Castillo Nuevo;70104
7010408;Dondonia;70104
7010409;Filadelfia Norte;70104
7010410;Filadelfia Sur;70104
7010411;Kent;70104
7010412;María Luisa;70104
7010413;Mountain Cow;70104
7010414;Paraíso;70104
7010415;Polonia;70104
7010416;Quitaría;70104
7010417;Río Banano;70104
7010418;San Cecilio;70104
7010419;Tigre;70104
7010420;Trébol;70104
7010421;Westfalia.;70104
7020101;Ángeles;70201
7020102;Calle Vargas;70201
7020103;Cacique;70201
7020104;Cecilia;70201
7020105;Coopevigua;70201
7020106;Diamantes;70201
7020107;Emilia;70201
7020108;Floresta;70201
7020109;Garabito;70201
7020110;Jesús;70201
7020111;Palma Dorada;70201
7020112;Palmera;70201
7020113;San Miguel;70201
7020114;Sauces;70201
7020115;Toro Amarillo.;70201
7020116;Blanco;70201
7020117;Calle Ángeles;70201
7020118;Calle Gobierno;70201
7020119;Corinto;70201
7020120;Flores;70201
7020121;La Guaria;70201
7020122;Marina;70201
7020123;Rancho Redondo.;70201
7020201;Granja;70202
7020202;Molino;70202
7020203;Numancia;70202
7020204;Santa Clara.;70202
7020205;Anita Grande;70202
7020206;Calle Diez;70202
7020207;Calle Emilia;70202
7020208;Calle Seis;70202
7020209;Calle Uno;70202
7020210;Condado del Río;70202
7020211;Floritas;70202
7020212;Parasal;70202
7020213;San Luis;70202
7020214;San Martín;70202
7020215;San Valentín;70202
7020216;Suerre.;70202
7020301;Cruce de Jordán;70203
7020302;Peligro;70203
7020303;Pueblo Nuevo.;70203
7020304;Balastre;70203
7020305;Cantagallo;70203
7020306;Cartagena;70203
7020307;Cayuga;70203
7020308;Cocorí;70203
7020309;Chirvalo;70203
7020310;Encina;70203
7020311;Gallopinto;70203
7020312;Hamburgo;70203
7020313;I Griega;70203
7020314;Indio;70203
7020315;Jardín;70203
7020316;Mercedes;70203
7020317;Palmitas;70203
7020318;Porvenir;70203
7020319;Primavera;70203
7020320;Rótulo;70203
7020321;San Carlos;70203
7020322;San Cristóbal;70203
7020323;San Gerardo;70203
7020324;San Pedro;70203
7020325;Santa Elena;70203
7020326;Santa Rosa;70203
7020327;Sirena;70203
7020328;Suárez;70203
7020329;Suerte;70203
7020330;Tarire;70203
7020331;Teresa;70203
7020332;Ticabán;70203
7020333;Triángulo;70203
7020334;Victoria.;70203
7020401;La Cruz;70204
7020402;Lesville;70204
7020403;Punta de Riel.;70204
7020404;Aguas Frías;70204
7020405;Anabán;70204
7020406;Boca Guápiles (parte);70204
7020407;Castañal;70204
7020408;Cruce;70204
7020409;Curia;70204
7020410;Curva;70204
7020411;Curva del Humo;70204
7020412;Esperanza;70204
7020413;Fortuna;70204
7020414;Humo;70204
7020415;La Lidia;70204
7020416;Lomas Azules;70204
7020417;Londres;70204
7020418;Llano Bonito;70204
7020419;Maravilla;70204
7020420;Mata de Limón;70204
7020421;Millón;70204
7020422;Milloncito;70204
7020423;Oeste;70204
7020424;Prado (parte);70204
7020425;Roxana Tres;70204
7020426;San Francisco;70204
7020427;San Jorge;70204
7020428;Vegas de Tortuguero.;70204
7020501;Astúa-Pirie;70205
7020502;Campo de Aterrizaje (Pueblo Triste);70205
7020503;Formosa;70205
7020504;Palermo.;70205
7020505;Ángeles;70205
7020506;Banamola;70205
7020507;Boca Guápiles (parte);70205
7020508;Campo Cuatro;70205
7020509;Campo Dos;70205
7020510;Campo Tres;70205
7020511;Campo Tres Este;70205
7020512;Campo Tres Oeste;70205
7020513;Esperanza (Cantarrana);70205
7020514;Caño Chiquero;70205
7020515;Carolina;70205
7020516;Ceibo;70205
7020517;Coopecariari;70205
7020518;Cuatro Esquinas;70205
7020519;Encanto;70205
7020520;Frutera;70205
7020521;Gaviotas;70205
7020522;Hojancha;70205
7020523;Maná;70205
7020524;Monterrey;70205
7020525;Nazaret;70205
7020526;Progreso;70205
7020527;Pueblo Nuevo;70205
7020528;Sagrada Familia;70205
7020529;San Miguel;70205
7020530;Semillero;70205
7020531;Vega de Río Palacios;70205
7020532;Zacatales.;70205
7020601;Barra del Colorado Este.;70206
7020602;Aragón;70206
7020603;Buenavista;70206
7020604;Malanga;70206
7020605;Puerto Lindo;70206
7020606;San Gerardo;70206
7020607;Tortuguero;70206
7020608;Verdades.;70206
7020701;Santa Elena.;70207
7020702;Brisas del Toro Amarillo;70207
7020703;Cascadas;70207
7020704;La Victoria;70207
7020705;Losilla;70207
7020706;San Bosco;70207
7020707;Prado (parte).;70207
7030101;Betania;70301
7030102;Brooklin;70301
7030103;Indiana Uno;70301
7030104;INVU;70301
7030105;María Auxiliadora;70301
7030106;Palmiras;70301
7030107;Quebrador;70301
7030108;San Rafael;70301
7030109;San Martín;70301
7030110;Triunfo.;70301
7030111;Amelia;70301
7030112;Amistad;70301
7030113;Ángeles;70301
7030114;Bajo Tigre;70301
7030115;Barnstorf;70301
7030116;Boca Pacuare;70301
7030117;Boca Parismina;70301
7030118;Calvario;70301
7030119;Calle Tajo;70301
7030120;Canadá;70301
7030121;Caño Blanco;70301
7030122;Carmen;70301
7030123;Celina;70301
7030124;Ciudadela Flores;70301
7030125;Cocal;70301
7030126;Coco;70301
7030127;Dos Bocas (Suerre);70301
7030128;Encanto (norte);70301
7030129;Encanto (sur);70301
7030130;Ganga;70301
7030131;Guayacán;70301
7030132;Imperio;70301
7030133;Indiana Dos;70301
7030134;Indiana Tres;70301
7030135;Islona;70301
7030136;Lindavista;70301
7030137;Livingston;70301
7030138;Lucha;70301
7030139;Maryland;70301
7030140;Milla 52;70301
7030141;Moravia;70301
7030142;Morazán;70301
7030143;Nueva Esperanza;70301
7030144;Nueva Virginia;70301
7030145;Pueblo Civil;70301
7030146;San Alberto Nuevo;70301
7030147;San Alberto Viejo;70301
