Barrio_Codigo;Barrio_Nombre;Barrio_Dist_Codigo
7030148;San Alejo;70301
7030149;San Joaquín;70301
7030150;Santo Domingo;70301
7030151;Vegas de Imperio.;70301
7030201;Alto Mirador;70302
7030202;Altos de Pacuarito;70302
7030203;Buenos Aires;70302
7030204;Cimarrones;70302
7030205;Culpeper;70302
7030206;Cultivez;70302
7030207;Freehold;70302
7030208;Freeman (San Rafael);70302
7030209;Galicia;70302
7030210;Isla Nueva;70302
7030211;Leona;70302
7030212;Madre de Dios;70302
7030213;Manila;70302
7030214;Monteverde;70302
7030215;Pacuare;70302
7030216;Perla;70302
7030217;Perlita;70302
7030218;Río Hondo;70302
7030219;San Luis;70302
7030220;San Carlos;70302
7030221;San Isidro;70302
7030222;San Pablo;70302
7030223;Santa Rosa;70302
7030224;Ten Switch;70302
7030225;Trinidad;70302
7030226;Unión Campesina;70302
7030227;Waldeck.;70302
7030301;El Alto.;70303
7030302;Alto Gracias a Dios;70303
7030303;Alto Laurelar;70303
7030304;Altos de Pascua;70303
7030305;Bonilla Abajo;70303
7030306;Casorla;70303
7030307;Chonta;70303
7030308;Destierro;70303
7030309;Fourth Cliff;70303
7030310;Huecos;70303
7030311;Lomas;70303
7030312;Llano;70303
7030313;Pascua;70303
7030314;Roca;70303
7030315;Rubí;70303
7030316;San Antonio;70303
7030317;Tunel Camp.;70303
7030401;América;70304
7030402;Babilonia.;70304
7030403;Cacao;70304
7030404;Colombiana;70304
7030405;Herediana;70304
7030406;Milano;70304
7030407;Trinidad;70304
7030408;Williamsburg.;70304
7030501;Francia;70305
7030502;Ana;70305
7030503;Bellavista;70305
7030504;Boca Río Jiménez;70305
7030505;Catalinas;70305
7030506;Castilla;70305
7030507;Cocal;70305
7030508;Golden  Grove;70305
7030509;Josefina;70305
7030510;Junta;70305
7030511;Laureles;70305
7030512;Luisiana;70305
7030513;Milla 3;70305
7030514;Milla 4;70305
7030515;Milla 5;70305
7030516;Milla 6;70305
7030517;Ontario;70305
7030518;Peje;70305
7030519;Seis Amigos;70305
7030520;Silencio.;70305
7030601;Alto Herediana;70306
7030602;Cruce;70306
7030603;Portón Iberia;70306
7030604;Río Peje;70306
7030605;Vueltas.;70306
7040101;Fields;70401
7040102;Sand Box.;70401
7040103;Altamira;70401
7040104;Akberie (Piedra Grande);70401
7040105;Bambú;70401
7040106;Chase;70401
7040107;Cuabre;70401
7040108;Gavilán Canta;70401
7040109;Mleyuk 1;70401
7040110;Mleyuk 2;70401
7040111;Monte Sión;70401
7040112;Olivia;70401
7040113;Hu-Berie (Rancho Grande);70401
7040114;Shiroles;70401
7040115;Sibujú;70401
7040116;Suretka;70401
7040117;Uatsi.;70401
7040201;Ania;70402
7040202;Boca Sixaola;70402
7040203;Catarina;70402
7040204;Celia;70402
7040205;Daytonia;70402
7040206;Gandoca;70402
7040207;Margarita;70402
7040208;Mata de Limón;70402
7040209;Noventa y Seis;70402
7040210;Palma;70402
7040211;Paraíso;70402
7040212;Parque;70402
7040213;San Miguel;70402
7040214;San Miguelito;70402
7040215;San Rafael;70402
7040216;Virginia;70402
7040217;Zavala.;70402
7040301;Buenavista (Katuir);70403
7040302;Bordón;70403
7040303;Carbón;70403
7040304;Carbón 1;70403
7040305;Carbón 2;70403
7040306;Catarata;70403
7040307;Cocles;70403
7040308;Comadre;70403
7040309;Dindirí;70403
7040310;Gibraltar;70403
7040311;Hone Creek;70403
7040312;Hotel Creek;70403
7040313;Kekoldi;70403
7040314;Limonal;70403
7040315;Manzanillo;70403
7040316;Mile Creek;70403
7040317;Patiño;70403
7040318;Playa Chiquita;70403
7040319;Puerto Viejo;70403
7040320;Punta Caliente;70403
7040321;Punta Cocles;70403
7040322;Punta Mona;70403
7040323;Punta Uva;70403
7040324;Tuba Creek (parte).;70403
7040401;Alto Cuen (Kjacka Bata);70404
7040402;Alto Lari (Duriñak);70404
7040403;Alto Urén;70404
7040404;Arenal;70404
7040405;Bajo Blei;70404
7040406;Bajo Cuen;70404
7040407;Boca Urén;70404
7040408;Bris;70404
7040409;Cachabli;70404
7040410;Coroma;70404
7040411;Croriña;70404
7040412;China Kichá;70404
7040413;Dururpe;70404
7040414;Guachalaba;70404
7040415;Katsi;70404
7040416;Kichuguecha;70404
7040417;Kivut;70404
7040418;Mojoncito;70404
7040419;Namuwakir;70404
7040420;Orochico;70404
7040421;Ourut;70404
7040422;Purisquí;70404
7040423;Purita;70404
7040424;Rangalle;70404
7040425;San José Cabecar;70404
7040426;Sepeque;70404
7040427;Shewab;70404
7040428;Sipurio;70404
7040429;Soky;70404
7040430;Sorókicha;70404
7040431;Sukut;70404
7040432;Surayo;70404
7040433;Suiri;70404
7040434;Telire;70404
7040435;Turubokicha;70404
7040436;Urén.;70404
7050101;Goli;70501
7050102;Luisa Oeste;70501
7050103;Milla 23.;70501
7050104;Baltimore;70501
7050105;Barra de Matina Norte;70501
7050106;Bristol;70501
7050107;Colonia Puriscaleña;70501
7050108;Corina;70501
7050109;Chirripó;70501
7050110;Chumico;70501
7050111;Esperanza;70501
7050112;Helvetia;70501
7050113;Hilda;70501
7050114;Línea B;70501
7050115;Milla 4;70501
7050116;Palmeras;70501
7050117;Pozo Azul;70501
7050118;Punta de Lanza;70501
7050119;San Miguel;70501
7050120;Victoria;70501
7050121;Xirinachs.;70501
7050201;Almendros;70502
7050202;Margarita;70502
7050203;Milla 24;70502
7050204;Milla 25;70502
7050205;Parcelas;70502
7050206;Ramal Siete.;70502
7050207;Barbilla;70502
7050208;Berta;70502
7050209;Damasco;70502
7050210;Davao;70502
7050211;Dos Ramas;70502
7050212;Espavel;70502
7050213;Goshen;70502
7050214;Leyte;70502
7050215;Lola;70502
7050216;Luzón;70502
7050217;Milla 27;70502
7050218;Milla 28;70502
7050219;Oracabesa;70502
7050220;Sahara;70502
7050221;Santa Marta;70502
7050222;Titán;70502
7050223;Vegas.;70502
7050301;San José.;70503
7050302;Bananita;70503
7050303;Barra de Matina Sur;70503
7050304;Boca del Pantano;70503
7050305;Boca Río Matina;70503
7050306;Boston;70503
7050307;Brisas;70503
7050308;California;70503
7050309;Indio;70503
7050310;Larga Distancia;70503
7050311;Lomas del Toro;70503
7050312;Luisa Este;70503
7050313;Maravilla;70503
7050314;Milla 14;70503
7050315;Nueva York;70503
7050316;Palacios;70503
7050317;Palestina;70503
7050318;Peje;70503
7050319;Punta de Riel;70503
7050320;Río Cuba;70503
7050321;Río Peje;70503
7050322;Saborío;70503
7050323;San Edmundo;70503
7050324;Santa María;70503
7050325;Sterling;70503
7050326;Strafford;70503
7050327;Toro;70503
7050328;Trinidad;70503
7050329;Venecia;70503
7050330;Zent.;70503
7060101;Africa;70601
7060102;Cantarrana;70601
7060103;Estación Rudín;70601
7060104;Guayacán.;70601
7060105;Aguacate;70601
7060106;Angelina;70601
7060107;Bosque;70601
7060108;Cabaña;70601
7060109;Edén;70601
7060110;El Tres;70601
7060111;Fox Hall;70601
7060112;Guaira;70601
7060113;Hogar;70601
7060114;Parismina;70601
7060115;San Luis;70601
7060116;Selva.;70601
7060201;Bremen;70602
7060202;Argentina;70602
7060203;Confianza;70602
7060204;Iroquois.;70602
7060301;Pocora Sur.;70603
7060302;Ojo de Agua.;70603
7060401;Ángeles;70604
7060402;Bocas del Río Silencio;70604
7060403;Camarón;70604
7060404;Cartagena;70604
7060405;Dulce Nombre;70604
7060406;Escocia;70604
7060407;Irlanda;70604
7060408;Jardín;70604
7060409;Ligia;70604
7060410;Lucha;70604
7060411;Santa María;70604
7060412;Santa Rosa;70604
7060413;Socorro.;70604
7060501;Aguas Gatas;70605
7060502;Carambola;70605
7060503;Castaño;70605
7060504;Esperanza;70605
7060505;Fruta de Pan;70605
7060506;Limbo;70605
7060507;San Cristóbal;70605
7060508;Zancudo.;70605
